year,industry,occupation,job_vacancy_rate
2002,hotels and restaurants,"production and transport operators, cleaners and labourers",1.7
2002,hotels,"professionals, managers, executives and technicians",1.7
2002,hotels,"clerical, sales and services workers",3.4
2002,hotels,"production and transport operators, cleaners and labourers",3.6
2002,restaurants,"professionals, managers, executives and technicians",-
2002,restaurants,"clerical, sales and services workers",2
2002,restaurants,"production and transport operators, cleaners and labourers",1
2002,information and communications,"professionals, managers, executives and technicians",1.4
2002,information and communications,"clerical, sales and services workers",1.4
2002,information and communications,"production and transport operators, cleaners and labourers",-
2002,broadcasting and publishing,"professionals, managers, executives and technicians",3.2
2002,broadcasting and publishing,"clerical, sales and services workers",-
2002,broadcasting and publishing,"production and transport operators, cleaners and labourers",-
2002,telecommunications,"professionals, managers, executives and technicians",0.6
2002,telecommunications,"clerical, sales and services workers",-
2002,telecommunications,"production and transport operators, cleaners and labourers",-
2002,it and other information services,"professionals, managers, executives and technicians",1.2
2002,it and other information services,"clerical, sales and services workers",-
2002,it and other information services,"production and transport operators, cleaners and labourers",-
2002,financial services,"professionals, managers, executives and technicians",0.9
2002,financial services,"clerical, sales and services workers",0.7
2002,financial services,"production and transport operators, cleaners and labourers",-
2002,financial institutions,"professionals, managers, executives and technicians",0.9
2002,financial institutions,"clerical, sales and services workers",0.7
2002,financial institutions,"production and transport operators, cleaners and labourers",-
2002,insurance,"professionals, managers, executives and technicians",1.5
2002,insurance,"clerical, sales and services workers",-
2002,insurance,"production and transport operators, cleaners and labourers",-
2002,real estate and leasing services,"professionals, managers, executives and technicians",0.9
2002,real estate and leasing services,"clerical, sales and services workers",2.3
2002,real estate and leasing services,"production and transport operators, cleaners and labourers",1.7
2002,professional services,"professionals, managers, executives and technicians",1.2
2002,professional services,"clerical, sales and services workers",0.8
2002,professional services,"production and transport operators, cleaners and labourers",-
